Order;City;Cantidad
1017733099837-01;Guayaquil;36
1017741148660-01;Quito;18
1017741983193-01;Quito;22
1017742632013-01;Guayaquil;15
1017743232595-01;Guaranda;1
1017743448174-01;El Empalme;1
1017752848586-01;Guayaquil;1
1017760768875-01;Guayaquil;22
1017762584738-01;Cuenca;14
1017770300038-01;Daule;1
1017772861587-01;Daule;2
1017780093427-01;Lago Agrio;1
1017781551629-01;Tena;1
1017781944524-01;Guayaquil;1
1017782071492-01;Lomas De Sargentillo;1
1017791506236-01;Quito;10
1017792948563-01;Sucre;1
1017800494477-01;Guayaquil;1
1017801234044-01;Paquisha;1
1017801472536-01;Riobamba;33
1017803219570-01;Quito;1
1017841062947-01;Guayaquil;1
1017842375669-01;Quito;1
1017842942859-01;Guayaquil;1
1017843571492-01;Babahoyo;21
1017852120174-01;Guayaquil;1
1017872929885-01;Riobamba;22
1017902851298-01;Machala;1
1017910659425-01;Portoviejo;12
1017912444623-01;Azogues;1
1017912823621-01;Guayaquil;7
1017913186418-01;Ambato;1
1017922415704-01;Vinces;1
1017930115705-01;Guayaquil;11
1017930258767-01;Quito;6
1017930333291-01;Guayaquil;11
1017931078297-01;Guayaquil;21
1017931754707-01;Riobamba;12
1017932591665-01;Quito;1
1017933574921-01;Portoviejo;24
1017940460423-01;Riobamba;5
1017940944927-01;Quito;26
1017941804897-01;Guayaquil;6
1017942448670-01;Quito;3
1017951641168-01;Santo Domingo;1
1017961125915-01;Quito;7
1017961165240-01;Guayaquil;17
1017961678062-01;Quito;2
1017962052221-01;Guayaquil;32
1017980665468-01;Loja;26
1017981798182-01;Guayaquil;28
1017982468307-01;Milagro;24
1017983248325-01;Guayaquil;6
1017990055856-01;Quito;11
1017990670041-01;Daule;24
1017991897882-01;Daule;1
1017992461446-01;Quito;19
1018002439689-01;Babahoyo;1
1018003265839-01;Guayaquil;6
1018012031183-01;Quito;6
1018013010195-01;Portoviejo;1
1018020217302-01;Guayaquil;1
1018022882684-01;La Concordia;1
1018030676037-01;Quito;2
1018031418144-01;La Troncal;1
1018040080256-01;Ruminahui;1
1018052195003-01;Guayaquil;8
1018071166951-01;Quito;10
1018131257093-01;Cuenca;26
1018132964944-01;Quito;13
1018140031620-01;La Troncal;1
1018150484685-01;Guayaquil;17
1018151632243-01;Samborondon;9
1018152368531-01;Guayaquil;38
1018160309970-01;Guayaquil;11
1018160631576-01;Otavalo;1
1018160677321-01;Guayaquil;3
1018161143411-01;Guayaquil;6
1018161310331-01;Guayaquil;18
1018162108589-01;Guayaquil;9
1018162474857-01;Guayaquil;1
1018162598266-01;Guayaquil;4
1018172242441-01;Guayaquil;1
1018172378050-01;Guayaquil;27
1018180492837-01;Quito;28
1018181317370-01;Santa Rosa;1
1018181364082-01;Milagro;14
1018181893371-01;Machala;27
1018182570463-01;Guayaquil;21
1018190340760-01;Esmeraldas;1
1018191643124-01;Quito;4
1018192136197-01;Daule;31
1018200352983-01;Daule;8
1018200621070-01;Guayaquil;12
1018201095808-01;Ruminahui;1
1018201162018-01;Guayaquil;1
1018201387098-01;Daule;9
1018201420602-01;Quito;19
1018201924253-01;Guayaquil;27
1018202653024-01;Guayaquil;21
1018210515278-01;Daule;11
1018210552046-01;Guayaquil;10
1018212532331-01;Quito;1
1018213262160-01;Quito;1
1018220588251-01;Quito;1
1018221280101-01;Quito;2
1018221968497-01;Guayaquil;1
1018222050899-01;Esmeraldas;2
1018222565798-01;Guayaquil;1
1018223368347-01;Riobamba;7
1018223382202-01;Guayaquil;8
1018232840424-01;Quevedo;1
1018232871286-01;Guayaquil;5
1018232973405-01;Guayaquil;1
1018233317257-01;Quito;1
1018233370342-01;Quito;30
1018233461237-01;Quito;11
1018240191728-01;Guayaquil;8
1018240244115-01;Olmedo;1
1018240259245-01;Guayaquil;38
1018241027935-01;Daule;1
1018241094240-01;Guayaquil;1
1018241133632-01;Guayaquil;11
1018241404747-01;Ambato;1
1018241447224-01;Ruminahui;1
1018241613225-01;Guayaquil;12
1018242010437-01;Quevedo;38
1018243438810-01;Manta;4
1018250246064-01;Quito;6
1018250302444-01;Pedernales;9
1018250501211-01;Ruminahui;1
1018250505023-01;Guayaquil;1
1018250646199-01;Quito;18
1018251632147-01;Guayaquil;5
1018251794231-01;Quito;2
1018252403551-01;Guayaquil;12
1018252637717-01;Quito;18
1018252738674-01;Daule;1
1018253213498-01;Guayaquil;9
1018253329269-01;Quito;5
1018253412354-01;Quito;6
1018253543993-01;Guayaquil;19
1018261157166-01;General Antonio Elizalde - Bucay;26
1018261569103-01;Manta;16
1018262948006-01;Guayaquil;1
1018263401017-01;Guayaquil;2
1018270338805-01;Guayaquil;12
1018270581026-01;Duran;3
1018272578469-01;Quito;12
1018272721527-01;Guayaquil;10
1018272733718-01;Quito;6
1018280005251-01;Guayaquil;30
1018280708633-01;Esmeraldas;1
1018282257134-01;Cayambe;9
1018283082161-01;Quito;1
1018290140174-01;Manta;8
1018292235098-01;Guayaquil;13
1018293276148-01;Guayaquil;7
1018293366912-01;Guayaquil;11
1018320318460-01;Quito;28
1018320638317-01;Guayaquil;29
1018323547686-01;Guayaquil;14
1018353352793-01;Guayaquil;30
1018360808013-01;Cuenca;21
1018361068658-01;Quito;3
1018363088535-01;Quito;6
1018370571656-01;Guayaquil;11
1018370611965-01;Quito;38
1018370711136-01;Quito;7
1018370801181-01;Quito;3
1018371546378-01;Quito;8
1018372582949-01;Guayaquil;11
1018373068998-01;Quito;8
1018380495157-01;Quito;14
1018380705740-01;Quito;8
1018380887346-01;Quito;33
1018381461402-01;Quito;8
1018381846271-01;Quito;2
1018381928121-01;Quito;3
1018382082024-01;Guayaquil;37
1018382466852-01;Guayaquil;13
1018382518493-01;La Libertad;10
1018382889667-01;Esmeraldas;1
1018382891245-01;Guayaquil;15
1018383084712-01;Guayaquil;2
1018390366582-01;Guayaquil;2
1018390536953-01;Quito;3
1018390680894-01;Quito;2
1018391292863-01;Guayaquil;3
1018391385254-01;Guayaquil;11
1018391499144-01;Quito;2
1018393182523-01;Quito;19
1018400690294-01;Quito;9
1018400722800-01;Guayaquil;21
1018400765764-01;Guayaquil;19
1018400875018-01;Quito;3
1018401099074-01;Quito;7
1018401196883-01;Guayaquil;1
1018401207037-01;Portoviejo;22
1018401429212-01;Guayaquil;8
1018401668563-01;Guayaquil;16
1018401681267-01;Guayaquil;24
1018401790628-01;Quito;3
1018402035583-01;Guayaquil;13
1018402235690-01;Quito;9
1018402876148-01;Quito;1
1018402983108-01;Quito;20
1018403406241-01;Quito;2
1018410037095-01;Quito;19
1018410111479-01;Guayaquil;8
1018410914012-01;Quito;7
1018410931114-01;Guayaquil;3
1018411808197-01;Guayaquil;7
1018411890294-01;Quito;1
1018412084131-01;Cuenca;10
1018412106449-01;Guayaquil;1
1018412311651-01;Quito;1
1018412661259-01;Santo Domingo;10
1018412732590-01;Guayaquil;14
1018412768979-01;Guayaquil;14
1018412921973-01;Guayaquil;2
1018413179609-01;Guayaquil;2
1018413319028-01;Guayaquil;6
1018420089192-01;Guayaquil;33
1018420192857-01;Esmeraldas;5
1018420662334-01;Quito;18
1018421041912-01;Guayaquil;8
1018421048991-01;Quito;1
1018421075746-01;Duran;1
1018422168184-01;Guayaquil;1
1018422688981-01;Manta;8
1018422995811-01;Quito;6
1018423429047-01;Guayaquil;11
1018423498515-01;Guayaquil;33
1018430036199-01;Guayaquil;10
1018431221524-01;Quito;15
1018431223586-01;Quito;1
1018431346375-01;Guayaquil;13
1018431994348-01;Guayaquil;12
1018432034527-01;Quito;14
1018432058867-01;Guayaquil;31
1018432168642-01;Quito;7
1018432242734-01;Quito;1
1018432285917-01;Daule;2
1018432636568-01;Quito;7
1018433368374-01;Quito;4
1018433550251-01;Quito;2
1018440300090-01;Guayaquil;3
1018440303922-01;Cuenca;1
1018440320450-01;Quito;28
1018440987216-01;Guayaquil;4
1018441128623-01;Quito;1
1018441156673-01;Babahoyo;37
1018441187327-01;Guayaquil;6
1018442003864-01;Guayaquil;3
1018443021318-01;Guayaquil;1
1018443331069-01;Portoviejo;1
1018443471188-01;Guayaquil;1
1018450006380-01;Guayaquil;9
1018450380899-01;Quito;31
1018450515607-01;Guayaquil;1
1018451168045-01;Guayaquil;1
1018451629447-01;Guayaquil;4
1018452048151-01;Guayaquil;17
1018452380379-01;Guayaquil;4
1018452671765-01;Quito;6
1018460009374-01;Quito;5
1018460194496-01;Quito;6
1018460216816-01;Guayaquil;8
1018460349774-01;Quito;11
1018460709581-01;Cuenca;1
1018460715224-01;Guayaquil;9
1018461301082-01;Guayaquil;1
1018461315440-01;Guayaquil;11
1018462089690-01;Quito;10
1018462629332-01;Quito;1
1018462709101-01;Ruminahui;25
1018463417028-01;Guayaquil;6
1018463487791-01;Guayaquil;17
1018463514306-01;Guayaquil;1
1018470287356-01;Duran;5
1018472041740-01;Balzar;16
1018472128830-01;Machala;36
1018472395478-01;Guayaquil;5
1018472545114-01;Quito;6
1018472716954-01;Guayaquil;29
1018473036805-01;Quito;1
1018473281455-01;Guayaquil;4
1018473318913-01;Guayaquil;15
1018473549013-01;Portoviejo;8
1018480059493-01;Quito;21
1018480453876-01;Samborondon;11
1018480643393-01;Quito;2
1018480968812-01;Ruminahui;38
1018481104018-01;Quito;1
1018481278303-01;Quito;34
1018481592464-01;Guayaquil;26
1018482031972-01;Guayaquil;1
1018483194878-01;Guayaquil;5
1018490084111-01;Guayaquil;17
1018490567314-01;Archidona;1
1018491625437-01;Quito;1
1018492111334-01;Ambato;1
1018492459496-01;Quito;22
1018492919088-01;Duran;12
1018493084906-01;Guayaquil;18
1018493253175-01;Guayaquil;9
1018493364543-01;Quito;8
1018493396234-01;Quito;1
1018500926233-01;Quito;1
1018501976227-01;Quito;2
1018502101552-01;Guayaquil;10
1018502218962-01;Quito;1
1018502676468-01;Guayaquil;2
1018503277026-01;Guayaquil;10
1018503294644-01;Milagro;1
1018503355689-01;Guayaquil;4
1018510161842-01;Santa Elena;21
1018511297846-01;Guayaquil;1
1018511741105-01;Guayaquil;3
1018513010456-01;Guayaquil;18
1018513267682-01;Guayaquil;1
1018520429918-01;Quito;6
1018520488792-01;Portoviejo;4
1018520570300-01;Pangua;1
1018520671166-01;Naranjito;4
1018521394437-01;Guayaquil;1
1018530430735-01;Guayaquil;1
1018531358034-01;Daule;14
1018533121320-01;Samborondon;7
1018540820139-01;Duran;1
1018560596506-01;Quito;4
1018573128686-01;Guayaquil;27
1018590410770-01;Ambato;5
1018590621934-01;Machala;14
1018603473332-01;Guayaquil;1
1018610155227-01;Guayaquil;11
1018610178434-01;Guayaquil;15
1018611942753-01;Quito;14
1018612487943-01;Guayaquil;6
1018612642963-01;El Triunfo;3
1018613016173-01;Quito;29
1018613371335-01;Quito;9
1018620134086-01;Guayaquil;9
1018620267460-01;Portoviejo;18
1018620496116-01;Guaranda;25
1018620710721-01;Quito;7
1018621240981-01;Quito;6
1018621326020-01;Quito;3
1018621562864-01;Quito;7
1018622493329-01;Quito;1
1018622528444-01;Guayaquil;1
1018622663423-01;Quito;14
1018622800352-01;Quito;18
1018622829918-01;Guayaquil;22
1018623068592-01;Guayaquil;9
1018623155360-01;Quito;23
1018623180952-01;Guayaquil;11
1018630272198-01;Duran;11
1018630695733-01;Guayaquil;1
